index,Accession,Chromosome,End,Start,Strand,MURK_gene,Δm,scaled Δm,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_r2,scaling,velocity_genes,fit_vars,fit_varu,fit_gamma,fit_beta,fit_offset,fit_a,fit_t,fit_h,fit_intercept,fit_loss,fit_llf,fit_sr2,fit_ur2
Eed,ENSMUSG00000030619,7,89980983,89954654,-,False,,,-0.0407,0.8511318,0.29490873,0.2144855547132987,True,0.12835556,-0.16493678092956543,0.21422812,False,0.084101796,0.04793533,0.12835555,4.667921,0.0,1.0,0.5,2.576088,0.0,1.8124031,-2626.417,-10.593695,-14.683873
Pcf11,ENSMUSG00000041328,7,92669934,92643543,-,False,,,0.011,0.2245569,0.21953538,0.032266552187216656,True,0.04930011,-0.033043742179870605,0.17617874,False,0.010174334,0.0033223915,0.049300104,5.676054,0.0,1.0,0.5,0.8164609,0.0,0.12989601,13032.648,-23.16583,-9.60527
4632427E13Rik,ENSMUSG00000074024,7,92741468,92734166,-,False,,,-0.0232,0.14342134,0.2528534,0.16651617416070033,True,0.15030625,-0.2043391466140747,0.37610558,False,0.0046086907,0.0069661676,0.15030625,2.6588278,0.0,1.0,0.5,0.55270416,0.0,0.05404937,9968.523,-29.05587,-9.737015
Emsy,ENSMUSG00000035401,7,98656783,98587137,-,False,,,0.0036,0.17023084,0.20765479,-0.015604397425833059,True,0.17547636,-0.25073516368865967,0.34327677,False,0.007442683,0.011649958,0.17547636,2.9131012,0.0,1.0,0.5,0.80414295,0.0,0.10661942,7538.528,-40.93383,-11.573613
Mogat2,ENSMUSG00000052396,7,99238619,99219084,-,False,,,0.0318,0.15673956,0.89621395,2.7588350332507656,True,0.01141754,0.30262309312820435,0.02133483,True,0.07816091,4.7905854e-05,4.3385096,154.49062,-0.060465664,2.0684385,-0.49161074,1.8116491,0.002481645,0.105247095,34884.453,0.30578172,0.06529784
Serpinh1,ENSMUSG00000070436,7,99353239,99345376,-,False,,,0.0886,1.3332238,1.8617843,5.569492291376196,True,0.00018090573,0.04510796070098877,0.0009345792,False,10.91066,4.1042556e-05,0.0001809057,1070.0002,0.0,1.0,0.5,16.95296,0.0,54.409615,34868.367,-15.996574,-3.8393803
Spcs2,ENSMUSG00000035227,7,99863462,99837569,-,False,,,-0.0228,1.686537,0.6068366,0.35807540452597925,True,0.046815366,-0.3478339910507202,0.06183478,False,1.5318928,0.05799339,0.046815358,16.172129,0.0,1.0,0.5,9.899776,0.0,34.943882,-6351.8867,-13.811132,-17.905174
Hbb-bt,ENSMUSG00000073940,7,103813996,103812524,-,True,0.0003422856524005,0.3863162,-0.0421,1.315797,3.5998943,11.991759968588811,True,0.0002938716,0.06980609893798828,0.0014526892,False,9.24411,0.00014894092,0.00029387148,688.3785,0.0,1.0,0.5,20.33585,0.0,80.03329,28660.354,-44.671318,-11.69169
Hbb-bs,ENSMUSG00000052305,7,103828096,103826534,-,False,,,-0.0646,2.5161965,4.7986593,6.28964294059821,True,0.0010799747,0.2533060908317566,0.001971264,False,389.00195,0.016432138,0.0010799746,507.28876,0.0,1.0,0.5,151.36005,0.0,4969.9263,5375.422,-79.867645,-21.223015
Hbb-bh1,ENSMUSG00000052217,7,103843164,103841637,-,True,0.0005793636229675,0.42791158,-0.167,6.201933,6.021302,1.0,True,0.00051626633,0.685658872127533,0.00058469264,False,226158.5,0.30411366,0.00051626633,1710.3003,0.0,1.0,0.5,1485.0837,0.0,1316090.4,-10438.2,-4.8138795,-6.0758076
Hbb-y,ENSMUSG00000052187,7,103853216,103851749,-,True,0.0005520908313059,0.25415063,-0.1235,5.1514215,6.6065044,0.7071067811865475,True,0.0005598077,0.8355107456445694,0.0006269867,False,132956.0,0.3304596,0.0005598076,1594.9302,0.0,1.0,0.5,1880.6298,0.0,994098.9,-9388.926,-28.889194,-9.728022
Trim12c,ENSMUSG00000057143,7,104353362,104338754,-,False,,,0.0097,0.03733433,0.22427358,0.051358360597938295,True,0.17575341,0.17588967084884644,0.35363474,True,0.0015778125,0.00024534613,4.1455398,10.447822,-0.03525436,0.39413065,-1.5130738,0.38972214,0.004228468,0.0019618657,26868.385,0.33611035,0.17466158
Rrp8,ENSMUSG00000030888,7,105737385,105731730,-,False,,,0.0519,0.83489484,0.35141027,0.5542437441655629,True,0.005151352,0.037941813468933105,0.025368785,False,0.18750286,0.0008896516,0.005151352,39.41852,0.0,1.0,0.5,3.0720344,0.0,1.8236936,18979.957,-10.306506,-6.159357
St5,ENSMUSG00000031024,7,109703605,109523911,-,False,,,0.0137,0.061957616,0.30955777,0.394997402573859,True,0.46773395,-1.1673040390014648,0.5388159,False,0.008371353,0.030557554,0.46773392,1.8559214,0.0,1.0,0.5,0.8248174,0.0,0.12187031,2416.4302,-76.22891,-16.486612
Nrip3,ENSMUSG00000034825,7,109782025,109758055,-,False,,,0.0454,0.5650232,0.50624156,1.6970212553687827,True,0.14492977,0.22205841541290283,0.16047192,True,0.10854369,0.004181291,25.312323,262.40317,0.045368683,11.228291,0.40582332,1.2282308,0.056085106,0.16237266,12952.154,0.52611446,0.29114795
Scube2,ENSMUSG00000007279,7,109865679,109798676,-,False,,,0.0183,0.18251489,0.43204468,0.8885389177249828,True,0.22057492,0.19635164737701416,0.29173547,True,0.024522623,0.0018120856,19.818398,109.5465,-0.106409885,7.3487506,0.3642213,0.4802721,0.022942675,0.021291206,17055.525,0.21552122,0.3212452
Mrvi1,ENSMUSG00000005611,7,110982461,110868266,-,False,,,0.0164,0.013611788,0.55696636,1.3918909715513794,True,0.20348172,0.5128256976604462,0.28027704,True,0.003478964,0.00023090649,0.15784726,11.195621,-0.35321948,0.14574187,-0.8701329,0.49755388,0.016700761,0.0029394156,27166.059,-0.1235832,0.05066961
Galnt18,ENSMUSG00000038296,7,111779977,111471661,-,False,,,0.0206,0.013967336,0.23180819,0.08171786342988696,True,0.9656284,0.6114643514156342,1.1948408,True,0.0011327327,0.0014268748,5.0253177,1.8671813,-0.015946478,0.6274617,-1.4073315,0.31143716,0.016981192,0.0009994608,18228.377,0.22718018,0.31820047
Rras2,ENSMUSG00000055723,7,114117781,114046782,-,False,,,0.0058,0.5281609,0.29341266,0.3830127870225416,True,0.09660617,-0.221368670463562,0.15469396,False,0.116429806,0.024605975,0.096606165,6.4643764,0.0,1.0,0.5,2.7411637,0.0,1.4157029,2404.9956,-32.180984,-11.197386
Copb1,ENSMUSG00000030754,7,114254711,114215559,-,False,,,-0.002,0.43855458,0.27291542,0.25646260160250994,True,0.015728807,-0.061307430267333984,0.08860585,False,0.032685578,0.0026583916,0.015728809,11.285936,0.0,1.0,0.5,1.384592,0.0,0.41596848,14053.52,-17.266731,-10.702378
Rps15a,ENSMUSG00000008683,7,118116188,118104372,-,False,,,-0.0949,3.5045476,1.2281796,0.2884922636487347,True,0.00024001532,0.004989504814147949,0.0027521679,False,15.775818,0.0025338065,0.00024001542,363.3499,0.0,1.0,0.5,46.003986,0.0,415.50815,14222.215,-4.8832855,-14.965896
Arl6ip1,ENSMUSG00000030654,7,118129662,118118891,-,False,,,0.1006,1.4738454,0.7893797,1.6069875611781856,True,0.007639785,0.0003647804260253906,0.018220231,False,2.1354485,0.005407606,0.007639785,54.884045,0.0,1.0,0.5,10.696478,0.0,24.614,9181.937,-22.334673,-10.605097
Smg1,ENSMUSG00000030655,7,118243670,118131308,-,False,,,0.0017,0.094068095,0.2093317,-0.008847527384763888,True,1.4024014,-1.913907766342163,1.1395326,False,0.0033107698,0.044770107,1.4024014,0.8775528,0.0,1.0,0.5,0.44825396,0.0,0.17336552,-18452.406,-28.711586,-42.776978
Gde1,ENSMUSG00000033917,7,118705778,118688545,-,False,,,0.0563,0.55605,0.26775363,0.22459362933268415,True,0.0069827856,-0.034242987632751465,0.04062215,False,0.070961714,0.0011318875,0.006982786,24.617113,0.0,1.0,0.5,2.027929,0.0,0.8528449,18170.725,-15.445208,-8.283315
Thumpd1,ENSMUSG00000030942,7,119720798,119715093,-,False,,,-0.0026,0.7117109,0.30255002,0.2604345587981476,True,0.013950067,-0.004535079002380371,0.06228113,False,0.089809895,0.00384619,0.013950065,16.056227,0.0,1.0,0.5,2.555484,0.0,1.3000611,11835.242,-15.4957485,-9.228823
Usp31,ENSMUSG00000063317,7,121707253,121642021,-,False,,,-0.0116,0.06623493,0.20968206,-0.007435823322014027,True,0.38044924,-0.41832447052001953,0.678254,False,0.0019685552,0.012300993,0.38044924,1.4743739,0.0,1.0,0.5,0.40482983,0.0,0.028009502,7423.614,-43.53742,-10.685792
Spns1,ENSMUSG00000030741,7,126377450,126370060,-,False,,,0.052,0.44410756,0.47891968,1.5283356374577532,True,0.014315048,-0.11106514930725098,0.04228733,False,0.14304447,0.0037601572,0.014315051,23.647745,0.0,1.0,0.5,3.7392304,0.0,2.6248105,12254.693,-54.74732,-14.866588
Ppp4c,ENSMUSG00000030697,7,126792496,126785866,-,False,,,-0.0046,1.5066758,0.3920394,0.13882625604875506,True,0.0020880327,-0.03802907466888428,0.015852632,False,0.67460823,0.002159921,0.0020880324,63.08101,0.0,1.0,0.5,7.2697535,0.0,10.755077,14960.307,-14.929828,-12.641093
Aldoa,ENSMUSG00000030695,7,126800751,126795234,-,False,,,0.0876,3.4394107,1.282666,0.4159919991772118,True,0.00014592914,-0.011924386024475098,0.0017248092,False,23.255615,0.00091485516,0.00014592908,579.7743,0.0,1.0,0.5,43.641525,0.0,381.04755,19236.227,-2.8660128,-8.729176
Sept1,ENSMUSG00000000486,7,127233130,127214447,-,False,,,0.0229,0.051681526,0.24436948,0.1323315849589998,True,0.17954294,-0.20540499687194824,0.39374608,False,0.0036295503,0.0038823676,0.17954293,2.539708,0.0,1.0,0.5,0.4257014,0.0,0.026024448,13123.583,-33.06463,-5.668488
Bcl7c,ENSMUSG00000030814,7,127708933,127661456,-,False,,,0.0363,0.27633375,0.2228929,0.045795122607203725,True,0.035487477,-0.04529428482055664,0.12060954,False,0.021186173,0.0026409654,0.035487477,8.291219,0.0,1.0,0.5,1.0854746,0.0,0.229725,13904.855,-21.285524,-8.405821
Pycard,ENSMUSG00000030793,7,127993867,127989708,-,False,,,-0.003,0.12945235,0.42837292,0.8737441246536121,True,0.62779045,-0.5741255283355713,0.6423416,False,0.008907676,0.13912192,0.6277905,1.5568041,0.0,1.0,0.5,1.4868665,0.0,0.6007499,-8083.4116,-176.40471,-62.89422
Rgs10,ENSMUSG00000030844,7,128418758,128373621,-,False,,,0.0352,1.0410321,0.6662989,1.6489438576551625,True,0.009060219,0.03981751203536987,0.027758628,False,0.5825882,0.011620764,0.009060217,36.024834,0.0,1.0,0.5,10.14146,0.0,18.715715,6753.192,-100.03367,-29.38093
Mcmbp,ENSMUSG00000048170,7,128740495,128696441,-,False,,,-0.0402,0.06495977,0.2892503,0.31317176401669083,True,4.2024493,-4.436986923217773,2.344917,False,0.0023749769,0.21253681,4.2024493,0.4264543,0.0,1.0,0.5,0.41633305,0.0,2.0633914,-263396.22,-39.38914,-717.5939
Oat,ENSMUSG00000030934,7,132576398,132557478,-,False,,,0.04,0.8448662,0.3907373,0.7907272015673089,True,0.010396415,0.08930325508117676,0.035558883,True,0.11214288,0.00033157083,1.0710777,242.25452,-0.50839645,2.12587,0.25282496,2.4119625,0.016574651,0.26222882,25390.379,0.6164402,0.10326415
Ctbp2,ENSMUSG00000030970,7,133124354,132987563,-,False,,,0.0773,0.17225513,0.23375902,0.08957842282454016,True,0.6146608,-0.03555643558502197,0.6289047,False,0.019325614,0.031613614,0.6146608,1.5900661,0.0,1.0,0.5,0.90260094,0.0,0.10942497,1213.4443,-21.304893,-4.061886
Uros,ENSMUSG00000030979,7,133710072,133686243,-,False,,,-0.0769,0.7396167,0.4041686,0.8714931061182616,True,0.025595283,0.06972914934158325,0.048725743,True,0.065666236,0.00086229976,9.358922,617.2379,0.038880058,1.493311,1.6048826,4.5552673,0.010059776,0.36319625,20699.984,0.8396486,0.11342305
Mki67,ENSMUSG00000031004,7,135716361,135689784,-,False,,,0.0467,0.67936826,0.28973314,0.1833634058539381,True,0.061869536,-0.3383364677429199,0.14959355,False,0.093743324,0.024036363,0.061869532,6.68478,0.0,1.0,0.5,2.4872336,0.0,1.501942,2414.3867,-18.181345,-12.872403
Bnip3,ENSMUSG00000078566,7,138909519,138890836,-,False,,,0.0127,0.79552495,0.4871487,1.3704736385058647,True,0.0037301795,-0.013701438903808594,0.035006836,False,0.13487267,0.0016735282,0.003730179,28.56585,0.0,1.0,0.5,2.7885277,0.0,1.6285177,16501.102,-10.349804,-7.1735163
Tubgcp2,ENSMUSG00000025474,7,140036669,139995955,-,False,,,-0.0246,0.21202001,0.21410674,0.010392704488152271,True,0.05207967,-0.020740985870361328,0.24055813,False,0.007018,0.005939712,0.052079666,4.156999,0.0,1.0,0.5,0.811024,0.0,0.11811859,10489.468,-42.54552,-16.021313
H19,ENSMUSG00000000031,7,142578143,142575529,-,False,,,0.0439,1.3944141,0.9655422,2.2579028517146265,True,0.030218218,0.05258667469024658,0.08994854,True,1.147655,0.0081491005,0.64221615,6.443873,-0.15316325,0.3127464,-0.71160746,5.339683,0.18078807,1.0072145,9677.439,0.16644436,0.26853615
Cdkn1c,ENSMUSG00000037664,7,143461050,143458339,-,False,,,0.048,0.23542668,0.6971815,1.95686560089708,True,0.0032929953,0.013405978679656982,0.020631166,False,0.057248116,0.00028524626,0.0032929955,48.470356,0.0,1.0,0.5,2.0964196,0.0,0.7749112,25361.75,-55.736206,-13.093931
Phlda2,ENSMUSG00000010760,7,143503150,143501545,-,False,,,0.0472,0.6063297,1.9135851,10.385978481180244,True,0.0014727951,-0.09128320217132568,0.0074615073,False,1.6091919,0.001691392,0.0014727951,134.02118,0.0,1.0,0.5,14.631709,0.0,36.29466,16438.39,-107.99325,-21.628054
Ppfia1,ENSMUSG00000037519,7,144553729,144476758,-,False,,,-0.0007,0.20586893,0.21867907,0.028816187026023076,True,0.1892099,-0.2754220962524414,0.332486,False,0.009760261,0.013293186,0.1892099,3.0076454,0.0,1.0,0.5,0.8651897,0.0,0.13366124,6728.633,-27.300817,-8.916016
Tsen34,ENSMUSG00000035585,7,3701024,3692863,+,False,,,0.1123,0.71235543,0.8937204,3.8152933035344523,True,0.03487781,0.37570470571517944,0.041164033,True,0.37980482,0.0013983803,16.259083,517.92413,-0.08426629,6.5581536,0.13103534,3.1421676,0.020399636,0.8252583,18327.367,0.7009812,0.3510602
Zfp606,ENSMUSG00000030386,7,12496235,12478293,+,False,,,-0.0019,0.06870836,0.20904024,-0.010021946041934153,True,0.23326984,-0.2927052974700928,0.5653637,False,0.0028866082,0.016118249,0.23326984,1.7687728,0.0,1.0,0.5,0.55112845,0.0,0.05043157,6329.855,-76.94916,-17.468597
Trim28,ENSMUSG00000005566,7,13031035,12999114,+,False,,,0.088,1.3444432,0.44489086,0.3341109410982185,True,0.005499173,-0.0720362663269043,0.023389688,False,0.6712637,0.002806029,0.005499174,42.753883,0.0,1.0,0.5,5.341474,0.0,7.205758,12922.61,-5.3064938,-6.7524652
Lig1,ENSMUSG00000056394,7,13311433,13277283,+,False,,,-0.0318,0.8066908,0.25873598,-0.003030423906001174,True,0.030219369,-0.07702696323394775,0.13906556,False,0.08997786,0.018386418,0.03021937,7.1908526,0.0,1.0,0.5,2.4516675,0.0,1.2445072,4167.775,-18.102547,-16.668343
Ap2s1,ENSMUSG00000008036,7,16749294,16738410,+,False,,,0.0945,1.3533716,0.40678126,0.1932970417780641,True,0.000770635,0.00016999244689941406,0.008446247,False,0.8125305,0.00086196023,0.00077063486,118.395775,0.0,1.0,0.5,8.962211,0.0,14.255654,19819.295,-39.196407,-16.310566
Slc1a5,ENSMUSG00000001918,7,16798274,16781340,+,False,,,0.0384,0.27736416,0.23465134,0.09317390914597816,True,0.16886215,-0.11522328853607178,0.27641502,False,0.021168113,0.011147312,0.16886216,3.6177485,0.0,1.0,0.5,1.0238428,0.0,0.18521214,6817.5454,-16.977926,-6.151239
Kcnn4,ENSMUSG00000054342,7,24386690,24370263,+,True,-0.0023972854795403,0.0722038,-0.0474,0.49451727,0.33635864,0.6481618414277849,True,0.03019887,0.09970748424530029,0.07724863,True,0.048309226,0.00054637564,55.27011,1237.9958,-0.14335664,0.7904658,1.5773946,1.7054793,-0.009336198,0.09156083,22939.26,0.5672575,0.17991382
Zfp428,ENSMUSG00000064264,7,24515682,24507006,+,False,,,0.0604,0.52675414,0.41233146,1.117219068779513,True,0.0013002007,0.0010979175567626953,0.011426766,False,0.13413262,0.00015207425,0.0013002008,87.513824,0.0,1.0,0.5,2.7219086,0.0,1.3704016,28348.852,-21.394592,-7.093808
Tgfb1,ENSMUSG00000002603,7,25705077,25687002,+,False,,,0.0706,0.4695344,0.7827771,3.4043549709418057,True,0.055997424,0.47641825675964355,0.08480398,True,0.11683207,0.0016690982,4.5500994,30.469355,0.068708815,2.4808702,-0.38032287,3.681355,0.010155046,0.23208624,17458.896,0.63746774,0.28072244
Blvrb,ENSMUSG00000040466,7,27466144,27447978,+,True,-0.000111441326324,0.1186825,-0.145,2.2771719,1.6516991,3.1265840765710258,True,0.01855646,0.5144231617450714,0.020068776,True,1.4133402,0.0056365593,6.936349,456.10077,-1.8926995,4.4256663,0.9349185,18.565119,-0.009126293,13.99499,11486.512,0.9576952,0.58120203
Gmfg,ENSMUSG00000060791,7,28448233,28437447,+,False,,,0.0341,0.13539724,0.6819836,1.8956279537014527,True,0.02069803,0.46176713705062866,0.03238591,True,0.049348786,6.0141694e-05,9.534578,98.72967,0.036916345,10.509368,-0.12090049,2.0765269,-0.0025444329,0.057340752,33768.164,0.37636703,0.27776414
Rinl,ENSMUSG00000051735,7,28798963,28788969,+,False,,,0.0049,0.041980904,0.2414385,0.12052165255756293,True,0.042656288,-0.02742290496826172,0.19612786,False,0.00222224,0.0014536055,0.042656288,5.098715,0.0,1.0,0.5,0.49729165,0.0,0.041595556,17642.984,-102.22442,-21.38732
Hnrnpl,ENSMUSG00000015165,7,28822266,28808541,+,False,,,-0.0024,0.7861725,0.42731288,1.0106655480125946,True,0.12259899,-0.03737151622772217,0.1845098,False,0.13099861,0.03297606,0.122599,5.4197664,0.0,1.0,0.5,3.0032148,0.0,1.743122,-1106.4932,-17.107786,-9.390413
Yif1b,ENSMUSG00000030588,7,29247597,29238329,+,False,,,0.0416,0.77119166,0.28346178,0.145652101100086,True,0.00087315135,-0.01669466495513916,0.015193492,False,0.12357569,0.00059033587,0.00087315135,65.81765,0.0,1.0,0.5,3.9651706,0.0,2.936168,21832.469,-48.93615,-19.895802
Pepd,ENSMUSG00000063931,7,35044708,34912379,+,False,,,0.0956,0.89505345,0.42266035,0.9826886960174697,True,0.030714784,0.05422163009643555,0.058996517,True,0.13999122,0.0013072011,2.8878658,246.37558,0.26328748,6.375708,0.33616877,1.9073843,0.039938997,0.37557092,18658.24,0.66646135,0.10542059
Ankrd27,ENSMUSG00000034867,7,35639226,35586244,+,False,,,0.0127,0.28780648,0.2612525,0.20035900513149013,True,0.109983124,-0.05682849884033203,0.22256333,False,0.020681173,0.0077522895,0.10998312,4.493103,0.0,1.0,0.5,1.0695423,0.0,0.20504639,8400.239,-16.635155,-6.1190724
Nkg7,ENSMUSG00000004612,7,43438249,43437073,+,False,,,-0.0505,0.014436352,3.4472876,13.037979001272621,True,0.008264994,0.7862720042467117,0.009321979,False,0.06968689,0.00024577448,0.008264993,107.27335,0.0,1.0,0.5,4.440069,0.0,3.1563506,26290.545,-503.59567,-87.87214
Akt1s1,ENSMUSG00000011096,7,44855421,44848991,+,False,,,0.0867,0.7784405,0.46613938,1.2441391905414079,True,0.0014760179,-0.024634957313537598,0.013282725,False,0.31649208,0.00035348086,0.0014760179,75.28576,0.0,1.0,0.5,3.3273532,0.0,2.3864875,24138.28,-10.656577,-5.3763933
Tead2,ENSMUSG00000030796,7,45233644,45215753,+,False,,,0.0834,0.44685015,0.8804091,4.007136541072937,True,0.015478297,0.2928086519241333,0.026052156,True,0.2560587,0.00032239422,5.817865,226.26883,-0.14764431,2.9395106,-0.21447277,3.3857305,0.007051904,0.47500703,25528.121,0.56438804,0.19194198
Bcat2,ENSMUSG00000030826,7,45589711,45570153,+,False,,,0.0292,0.54849964,0.28550106,0.3341665090016388,True,0.0066787596,0.002711474895477295,0.048470635,False,0.059886336,0.0013093963,0.0066787605,20.631048,0.0,1.0,0.5,1.9148518,0.0,0.68048525,17565.621,-18.272957,-9.1662655
Rasip1,ENSMUSG00000044562,7,45639093,45627488,+,False,,,0.0639,0.09912707,0.75383264,2.1851322397253345,True,0.0131966015,0.3311164975166321,0.023402095,True,0.03148744,3.1824206e-05,11.386028,328.5727,-0.011159121,12.83051,-0.06980074,2.031991,0.0007145763,0.058109634,36891.67,0.5263444,0.16632521
Nomo1,ENSMUSG00000030835,7,46084212,46033698,+,False,,,0.0168,0.35993105,0.29792476,0.4108705607687896,True,0.09346413,-0.11974108219146729,0.18048778,False,0.033028603,0.014567702,0.093464136,5.540541,0.0,1.0,0.5,1.6353306,0.0,0.55894965,5600.2705,-26.93738,-10.731077
Ldha,ENSMUSG00000063229,7,46855627,46841475,+,False,,,0.1654,4.123851,1.7048768,0.5887647797750272,True,0.0013268936,0.0110740065574646,0.004154561,False,90.701416,0.01975483,0.0013268937,240.69931,0.0,1.0,0.5,85.91539,0.0,2127.9082,1115.2998,-2.4231207,-12.969868
Cyfip1,ENSMUSG00000030447,7,55932602,55841745,+,False,,,0.0524,0.18733089,0.2742209,0.25261319018571576,True,0.15190119,-0.11874902248382568,0.22385599,False,0.021727443,0.0062064826,0.15190119,4.467158,0.0,1.0,0.5,0.96928847,0.0,0.15467854,9792.428,-20.331732,-4.9818344
Snrpa1,ENSMUSG00000030512,7,66074587,66059003,+,False,,,0.1214,2.2022924,0.6083647,-0.011401210213162039,True,0.0019411128,0.010969758033752441,0.010035838,False,2.898468,0.0025699323,0.0019411127,99.6429,0.0,1.0,0.5,12.187732,0.0,35.894794,13344.709,-2.458387,-6.990398
Selenos,ENSMUSG00000075701,7,66089405,66079649,+,False,,,-0.0157,0.73807096,0.3634422,0.6265948909101119,True,0.014712839,0.0085296630859375,0.057411492,False,0.1007781,0.0037676618,0.014712841,17.418116,0.0,1.0,0.5,2.9320648,0.0,1.5552373,11693.832,-24.398434,-11.816528
Igf1r,ENSMUSG00000005533,7,68233668,67952827,+,False,,,0.0231,0.36513406,0.31344622,0.506700301496251,True,0.817592,-0.7339727878570557,0.61787,False,0.039463818,0.09309314,0.81759197,1.6184635,0.0,1.0,0.5,1.334402,0.0,0.27748713,-2952.6575,-13.913981,-4.459559
Akap13,ENSMUSG00000066406,7,75754609,75455534,+,False,,,0.0125,0.06540129,0.22077803,0.03727362248769723,True,0.7245233,-0.14312386512756348,0.82193327,False,0.0074463487,0.048213854,0.7245233,1.2166438,0.0,1.0,0.5,0.71656793,0.0,0.16493765,-5481.09,-70.61342,-29.126093
Ticrr,ENSMUSG00000046591,7,79698148,79660196,+,False,,,0.0066,0.06270052,0.24779281,0.1461253602465084,True,0.71168727,-0.7436977624893188,0.96435827,False,0.0020389408,0.039668635,0.7116872,1.036959,0.0,1.0,0.5,0.5205226,0.0,0.08816945,-3325.8975,-95.23236,-43.377197
Zfp710,ENSMUSG00000048897,7,80094173,80024814,+,False,,,0.0253,0.033256434,0.29370275,0.3311121498001858,True,0.5881682,0.1181066632270813,0.74325657,True,0.0020587817,0.0011128907,5.014791,4.235075,-0.042647313,0.4814227,-1.3577682,0.43221623,0.028604928,0.0020145362,19448.018,0.35451764,0.3689325
Prc1,ENSMUSG00000038943,7,80316259,80294450,+,False,,,0.1311,0.5569046,0.44832337,1.3394335789878915,True,0.3435592,-1.1816051006317139,0.3051822,False,0.19330621,0.10936082,0.3435592,3.2767313,0.0,1.0,0.5,2.6943288,0.0,1.4940187,-4402.724,-17.0248,-6.5169744
Ctsc,ENSMUSG00000030560,7,88310888,88278085,+,False,,,-0.0397,0.31204477,0.27679932,0.2804418407763498,True,0.019133775,-0.020824909210205078,0.11330805,False,0.020129919,0.0037577339,0.019133773,8.825499,0.0,1.0,0.5,1.3147273,0.0,0.34129074,12661.371,-49.28816,-19.812222
Picalm,ENSMUSG00000039361,7,90213465,90130213,+,False,,,-0.0716,0.5310689,0.27014747,0.23937323989267797,True,0.027895082,-0.079795241355896,0.0819997,False,0.07733518,0.003846622,0.02789508,12.195167,0.0,1.0,0.5,1.7515788,0.0,0.7845537,11538.865,-11.134989,-8.168349
Prcp,ENSMUSG00000061119,7,92934583,92874470,+,False,,,0.0078,0.39484167,0.3210557,0.5536813722036902,True,0.11985684,-0.26488327980041504,0.1858485,False,0.04860902,0.013516502,0.11985682,5.380727,0.0,1.0,0.5,1.6147783,0.0,0.5558243,5131.4287,-18.120922,-7.943781
Thap12,ENSMUSG00000030753,7,98718062,98703103,+,False,,,-0.0185,0.26475215,0.22630113,0.05952807549697646,True,0.02039829,-0.027722597122192383,0.105913445,False,0.01207,0.0013901459,0.020398289,9.441672,0.0,1.0,0.5,0.8719271,0.0,0.15151878,17263.613,-18.748627,-8.7905
Ucp2,ENSMUSG00000033685,7,100502020,100493337,+,True,0.0009729860853399,0.09753678,-0.0597,0.45930758,0.362225,0.8078610866464739,True,0.002147956,0.011624693870544434,0.014416599,False,0.19938755,0.00017991313,0.0021479563,69.36449,0.0,1.0,0.5,2.130343,0.0,1.008882,27578.596,-13.945802,-5.482139
Rab6a,ENSMUSG00000030704,7,100641268,100607410,+,False,,,0.011,0.81900436,0.34529972,0.5174994510850864,True,0.0143951345,-0.04782295227050781,0.056954153,False,0.14203215,0.0048309206,0.014395132,17.557981,0.0,1.0,0.5,3.0407007,0.0,2.0060992,10540.445,-13.730782,-9.331378
Fam168a,ENSMUSG00000029461,7,100841656,100706635,+,False,,,0.0103,0.0505577,0.25799036,0.1872147626166435,True,0.7993497,-0.935144305229187,1.0323348,False,0.0014793277,0.02265968,0.79934967,0.968678,0.0,1.0,0.5,0.35816383,0.0,0.047453944,-1386.5234,-54.691067,-28.523869
Anapc15,ENSMUSG00000030649,7,101901849,101863715,+,False,,,-0.0213,0.04912638,0.21592294,0.01771078573518108,True,0.41132498,-0.5906788110733032,0.7350143,False,0.001593709,0.010819115,0.41132495,1.3605177,0.0,1.0,0.5,0.34991857,0.0,0.021861741,7836.8403,-51.721565,-12.520439
Ipo7,ENSMUSG00000066232,7,110056609,110018274,+,False,,,0.0274,0.6233864,0.30461922,0.27287721771107293,True,0.35637224,0.30859386920928955,0.3961189,True,0.06350611,0.011108248,29.494862,103.86295,-0.5208158,3.757457,0.4154476,1.7344279,0.09152278,0.070793696,8157.1987,0.5351889,0.48185307
Wee1,ENSMUSG00000031016,7,110143286,110122046,+,False,,,-0.026,0.14536828,0.22811374,0.06683168665727837,True,0.62537175,-0.6667337417602539,0.72915304,False,0.0056280345,0.027933609,0.62537175,1.3714542,0.0,1.0,0.5,0.5632186,0.0,0.061573386,2788.0132,-23.728966,-8.796931
Swap70,ENSMUSG00000031015,7,110283506,110221711,+,False,,,0.0011,0.13013084,0.25066787,0.15770995557123976,True,0.1443528,-0.16916656494140625,0.2696518,False,0.007814407,0.005998391,0.1443528,3.7084863,0.0,1.0,0.5,0.74847186,0.0,0.09177328,10629.239,-36.955242,-9.09486
Parva,ENSMUSG00000030770,7,112591692,112427505,+,False,,,0.0678,0.06487936,0.24503534,0.13501455518883893,True,0.10676348,0.23036998510360718,0.2131953,True,0.0038427857,0.00027660903,2.9450827,10.788934,-0.083561786,0.5552682,-1.1425121,0.7332106,0.014720574,0.0060857097,26279.8,0.5247257,0.24819839
