Regulator	Target	SINGE_Score
BHLHE40	FOXH1	0.00011
ZBTB10	RERE	0.00011
HMGA2	MYBL2	0.00011
TFCP2L1	ETS1	0.00011
XBP1	KDM5B	0.00011
HNRNPK	KLF2	0.00011
ESRRB	RHOX6	0.00011
TBX3	EGR1	0.00011
EGR1	ZFP532	0.00011
CREB3	AFF1	0.00011
ZFHX3	MYBL2	0.00011
NFXL1	GATA6	0.00011
MSC	NFXL1	0.00011
SOX7	SIX1	0.00011
TAX1BP3	DDIT3	0.00011
TRP53	SALL4	0.00011
TRP53	L3MBTL3	0.00011
TRP53	PURB	0.0001
XBP1	ID3	0.0001
MTF2	ELF2	0.0001
KLF6	SALL4	0.0001
RUNX1	ZFP428	0.0001
FOXQ1	FOXH1	0.0001
TAX1BP3	BMYC	0.0001
RUNX1	MYBL2	0.0001
SALL4	AFF1	0.0001
ID1	ETV4	0.0001
TBX3	MTF2	0.0001
KLF6	TEAD4	0.0001
CARHSP1	DDIT3	0.0001
NR0B1	NFXL1	0.0001
ID1	MTF2	0.0001
MYBL2	HMGA2	0.0001
KLF6	TET1	0.0001
ELF2	TET1	0.0001
CREB3	TRP53	0.0001
TCF15	SNAI1	0.0001
MYCN	ETS1	0.0001
PEG3	KLF3	0.0001
MTF2	MSC	0.0001
TEAD4	MSX2	0.0001
ELF3	CREB3	0.0001
ID2	TGIF1	0.0001
FOXA2	ZFP428	0.0001
TRP53	TFCP2L1	0.0001
MTF2	XBP1	0.0001
ERF	EGR1	0.0001
L3MBTL3	ETV4	0.0001
PARP1	TET2	0.0001
KLF6	HMGA2	0.0001
EPAS1	RHOX6	0.0001
SOX7	TFCP2L1	0.0001
ZFP296	ZBTB44	0.0001
CARHSP1	ZBTB10	0.0001
MYBL2	TRP53	0.0001
WHSC1	ZFP710	0.0001
MSC	AFF1	0.0001
KLF6	TFEB	0.0001
JARID2	MSX2	0.0001
ELF3	BCL3	0.0001
SOX7	TET1	0.0001
KLF6	XBP1	0.0001
KLF10	NR0B1	0.0001
XBP1	PEG3	0.0001
SOX17	ZFP296	0.0001
PHB	EGR1	0.0001
ERF	PURB	0.0001
TBX3	REST	0.0001
MSC	NR0B1	0.0001
PARP1	ZFP428	0.0001
ERF	TET2	0.0001
XBP1	GATA6	0.0001
SOX7	ESRRB	0.0001
ID1	ZBTB10	0.0001
SOX2	RHOX6	0.0001
FOXA2	TGIF1	0.0001
MSX2	ZFP710	0.0001
DNMT3B	TCF7L2	0.0001
PARP1	ERF	0.0001
MSC	RERE	0.0001
ETV4	ZBTB44	0.0001
POU5F1	KLF2	0.0001
GATA6	ESRRB	0.0001
ID3	ETV5	0.0001
ZFP42	BCL3	0.0001
JARID2	PHB	0.0001
ZFP57	ZFP710	0.0001
PARP1	RHOX6	0.0001
ZFP42	KDM5B	0.0001
PEG3	KLF10	0.0001
JARID2	FOXQ1	0.0001
RBPJ	ELF2	0.0001
DNMT3A	DNMT3B	0.0001
FOXQ1	TET2	0.0001
HNF1B	TET2	0.0001
ID1	ETV5	0.0001
PEG3	MYBL2	0.0001
HMGA1	JUN	0.0001
DNMT3L	TET1	0.0001
KLF10	ZFP710	0.0001
PEG3	ERF	0.0001
MSC	KLF2	0.0001
TBX3	ZFHX3	0.0001
ELF3	KDM5B	0.0001
MSC	MTF2	0.0001
ID3	SMAD7	0.0001
PURB	AFF1	0.0001
ZFP42	TET2	0.0001
NFXL1	PURB	0.0001
XBP1	L3MBTL3	0.0001
ELF3	MYBL2	0.0001
TCF15	RUNX1	0.0001
ZFP42	KLF3	0.0001
TET1	KLF4	0.0001
SALL4	ZFP428	0.0001
TFEB	ETV4	0.0001
ESRRB	KLF4	0.0001
CREB3	MYBL2	0.0001
HMGA1	KLF10	0.0001
NFIL3	FOXH1	0.0001
EPAS1	AFF1	0.0001
DNMT3A	TBX3	0.0001
NR0B1	ZBTB10	0.0001
JARID2	DDIT3	0.0001
RERE	ELF2	0.0001
ZBTB44	MSX2	0.0001
GATA6	HOPX	0.0001
SNAI1	MYBL2	0.0001
RUNX1	TCF15	0.0001
TEAD4	TGIF1	0.0001
CARHSP1	ZFP462	0.0001
SOX7	ZBTB10	0.0001
POU5F1	ZFP428	0.0001
PARP1	CREB3L2	0.0001
UTF1	JUN	0.0001
MTF2	PURB	0.0001
CARHSP1	KLF4	0.0001
POU5F1	MSC	0.0001
TET1	GATA6	0.0001
MYBL2	SOX17	0.0001
CREB3	ESRRB	0.0001
TET1	ZFP42	0.0001
TRP53	SNAI1	0.0001
TAX1BP3	HMGA1	0.0001
SOX7	NFXL1	0.0001
ESRRB	ZBTB10	0.0001
JARID2	HNF1B	0.0001
ELF2	SIX1	0.0001
ID1	RHOX6	0.0001
DNMT3B	JUN	0.0001
SALL4	BMYC	0.0001
SOX2	PURB	0.0001
TEAD4	MYBL2	0.0001
GATA4	FOXQ1	0.0001
MYBL2	TEAD4	0.0001
MYCN	ZFP42	0.0001
KLF6	PURB	0.0001
MSC	ESRRB	0.0001
ESRRB	BMYC	0.0001
ELF3	ZC3H7A	0.0001
SOX2	ZFP532	0.0001
TCF15	POU5F1	0.0001
RARG	NANOG	0.0001
TCF15	JARID2	0.0001
RUNX1	KLF10	0.0001
ETV5	DNMT3B	0.0001
MTF2	FOXH1	0.0001
SALL4	GATA4	0.0001
ZBTB10	HMGA2	0.0001
TBX3	ETV5	0.0001
ZFP710	TET1	9e-05
ZC3H7A	ZFP296	9e-05
EPAS1	ZFP57	9e-05
NR0B1	SATB2	9e-05
MYCN	FOXQ1	9e-05
MSC	FOXQ1	9e-05
NR0B1	RUNX1	9e-05
TBX3	FOXH1	9e-05
ID1	REST	9e-05
MYCN	TCF7L2	9e-05
FOXQ1	BHLHE40	9e-05
RUNX1	ZC3H7A	9e-05
RUNX1	RERE	9e-05
UTF1	CREB3L2	9e-05
ID3	ZFP296	9e-05
PHB	KLF3	9e-05
KLF10	ZFP296	9e-05
ZFP42	MSC	9e-05
KLF4	EGR1	9e-05
ID1	KDM5B	9e-05
XBP1	TEAD4	9e-05
ZFP710	ETV5	9e-05
TGIF1	KLF2	9e-05
FOXH1	NFIL3	9e-05
SOX7	ELF2	9e-05
DNMT3L	TFEB	9e-05
KDM5B	ZFP428	9e-05
XBP1	KLF10	9e-05
XBP1	FOXA2	9e-05
KLF4	ETV4	9e-05
PARP1	MYBL2	9e-05
SALL4	RARG	9e-05
ETV5	RUNX1	9e-05
KLF4	TFEB	9e-05
TFCP2L1	MSX2	9e-05
MYBL2	KLF3	9e-05
MYBL2	WHSC1	9e-05
ID1	ELF2	9e-05
KDM5B	MYBL2	9e-05
CARHSP1	ELF2	9e-05
HMGA1	MSX2	9e-05
TET1	HNF1B	9e-05
KLF6	NR0B1	9e-05
ELF3	MTF2	9e-05
XBP1	ETS1	9e-05
TCF7L2	MSC	9e-05
ZFP710	BMYC	9e-05
ERF	ZFP57	9e-05
PHB	ZFP57	9e-05
ID1	SMAD7	9e-05
ID1	AFF1	9e-05
ZFHX3	EGR1	9e-05
KLF2	ETV5	9e-05
CARHSP1	NFIL3	9e-05
POU5F1	ZBTB10	9e-05
TCF15	CREB3	9e-05
PARP1	ZC3H7A	9e-05
KLF3	ELF2	9e-05
FOXH1	UTF1	9e-05
GATA4	RHOX6	9e-05
ZFP296	MYBL2	9e-05
XBP1	BMYC	9e-05
WHSC1	L3MBTL3	9e-05
TEAD4	RERE	9e-05
KLF4	TET2	9e-05
KLF6	TCF15	9e-05
TFCP2L1	SALL4	9e-05
FOXQ1	NFXL1	9e-05
CREB3	SATB2	9e-05
ERF	TFEB	9e-05
ZBTB44	MSC	9e-05
NFXL1	HMGA1	9e-05
ELF3	TGIF1	9e-05
FOXQ1	HNRNPK	9e-05
JARID2	KLF3	9e-05
MYCN	SATB2	9e-05
ZFHX3	BMYC	9e-05
SOX2	L3MBTL3	9e-05
ZFP42	ZFP296	9e-05
ETV5	CARHSP1	9e-05
ID1	SOX2	9e-05
PARP1	DNMT3A	9e-05
CREB3	NFIL3	9e-05
DNMT3L	SIX1	9e-05
MSC	TEAD4	9e-05
CREB3	BCL3	9e-05
JARID2	ERF	9e-05
MYCN	SOX17	9e-05
DNMT3B	SOX17	9e-05
CREB3	ZFP462	9e-05
TET1	JARID2	9e-05
DNMT3B	DDIT3	9e-05
XBP1	FOXQ1	9e-05
NFXL1	BMP2	9e-05
ESRRB	JUN	9e-05
MTF2	KLF2	9e-05
MYBL2	SMAD7	9e-05
KLF4	SIX1	9e-05
RHOX6	KLF2	9e-05
NR0B1	ERF	9e-05
DNMT3L	MSX2	9e-05
ZBTB10	TGIF1	9e-05
HOPX	SOX2	9e-05
ZFHX3	NFIL3	9e-05
NR0B1	SMAD7	9e-05
ZFP710	ZFHX3	9e-05
KLF6	TRP53	9e-05
MTF2	MSX2	9e-05
TAX1BP3	KLF10	9e-05
ZFHX3	KDM5B	9e-05
DDIT3	ETV4	9e-05
ZFP42	SOX17	9e-05
MTF2	ETV4	9e-05
ELF2	ZFP710	9e-05
BHLHE40	ZFP532	9e-05
TET1	SIX1	9e-05
NR0B1	DNMT3A	9e-05
PURB	TET1	9e-05
FOXQ1	TCF15	9e-05
KDM5B	ZFP710	9e-05
ZFP710	JUN	9e-05
ZFP710	ERF	9e-05
ELF3	GATA4	9e-05
DNMT3L	BMYC	9e-05
NR0B1	MTF2	9e-05
RERE	ZFHX3	9e-05
CREB3	FOXH1	9e-05
XBP1	KLF6	9e-05
NFXL1	ELF2	9e-05
TRP53	FOXA2	9e-05
SOX17	TFEB	9e-05
TAX1BP3	MYCN	9e-05
CREB3L2	GATA6	9e-05
SIX1	ETV4	9e-05
ETV5	PEG3	9e-05
CREB3L2	ZC3H7A	9e-05
REST	ETV5	9e-05
SALL4	SMAD7	9e-05
RERE	TET1	9e-05
MYCN	HMGA2	9e-05
TBX3	AFF1	9e-05
ERF	ZFP462	9e-05
TET1	TFCP2L1	9e-05
DNMT3A	NFIL3	9e-05
SIX1	TET2	9e-05
NR0B1	TFCP2L1	9e-05
ZFP462	TET1	9e-05
GATA4	HNF1B	9e-05
CARHSP1	TAX1BP3	9e-05
MYBL2	ETV4	9e-05
GATA4	BMYC	9e-05
FOXH1	CREB3L2	9e-05
CARHSP1	ZFP428	9e-05
TCF15	ID3	9e-05
KLF3	ETS1	9e-05
ESRRB	ZFP42	9e-05
TET2	SOX2	9e-05
RBPJ	PARP1	9e-05
UTF1	ZFP42	9e-05
MSC	ETV5	9e-05
BCL3	KLF2	9e-05
PURB	ZFP710	9e-05
ESRRB	PEG3	9e-05
TET1	TET2	9e-05
SOX7	MTF2	9e-05
ERF	SIX1	9e-05
HNF1B	EGR1	9e-05
SOX7	CREB3	9e-05
PARP1	MTF2	9e-05
PHB	ZFP710	9e-05
DDIT3	ETV5	9e-05
NR0B1	ZFP462	9e-05
NR0B1	BCL3	9e-05
ESRRB	TBX3	9e-05
XBP1	SNAI1	9e-05
JARID2	XBP1	9e-05
CREB3	HNF1B	9e-05
KLF10	HMGA2	9e-05
L3MBTL3	NR0B1	9e-05
KLF3	KLF10	9e-05
TAX1BP3	JARID2	9e-05
JARID2	PEG3	9e-05
KLF4	TFCP2L1	9e-05
MTF2	TET1	9e-05
FOXH1	HMGA1	8e-05
KLF10	ZFHX3	8e-05
PEG3	ZFP428	8e-05
PHB	SOX2	8e-05
SNAI1	NR0B1	8e-05
POU5F1	SOX2	8e-05
NR0B1	TET2	8e-05
ELF3	KLF6	8e-05
ZFP710	NR0B1	8e-05
MYCN	ELF2	8e-05
CARHSP1	HOPX	8e-05
MYBL2	ZFP57	8e-05
MTF2	ZFP57	8e-05
ETV5	BHLHE40	8e-05
NFXL1	KLF10	8e-05
TAX1BP3	XBP1	8e-05
ZFP57	FOXH1	8e-05
KLF3	MYBL2	8e-05
CREB3L2	HMGA2	8e-05
PARP1	ETS1	8e-05
KLF10	FOXH1	8e-05
MTF2	BMYC	8e-05
KLF3	TFEB	8e-05
RERE	TEAD4	8e-05
FOXQ1	XBP1	8e-05
TRP53	TGIF1	8e-05
TRP53	ZFP296	8e-05
NR0B1	RBPJ	8e-05
TBX3	ZBTB44	8e-05
ZBTB44	AFF1	8e-05
GATA6	EGR1	8e-05
TEAD4	AFF1	8e-05
PHB	KLF2	8e-05
KLF4	ZFP428	8e-05
CREB3	RUNX1	8e-05
NR0B1	KLF3	8e-05
NR0B1	TET1	8e-05
ETV4	ETV5	8e-05
POU5F1	TET1	8e-05
ESRRB	ZC3H7A	8e-05
POU5F1	ZFP296	8e-05
ZFP532	SOX2	8e-05
KLF6	CREB3	8e-05
MTF2	ZFP296	8e-05
TET1	FOXA2	8e-05
SOX2	SIX1	8e-05
ZFP57	ZFP532	8e-05
DNMT3L	MTF2	8e-05
RBPJ	TFCP2L1	8e-05
HNF1B	SIX1	8e-05
XBP1	MTF2	8e-05
NFIL3	SIX1	8e-05
SIX1	BMYC	8e-05
PHB	MYBL2	8e-05
TRP53	ZFP57	8e-05
ZFP42	HMGA2	8e-05
NR0B1	SALL4	8e-05
RUNX1	SIX1	8e-05
CARHSP1	SALL4	8e-05
ID3	TGIF1	8e-05
KLF6	NFIL3	8e-05
ESRRB	GATA4	8e-05
RUNX1	TFEB	8e-05
SIX1	SMAD7	8e-05
KLF2	ZFP532	8e-05
HNF1B	ZFP710	8e-05
ESRRB	DNMT3B	8e-05
ESRRB	DNMT3A	8e-05
ELF3	ZFP42	8e-05
HNF1B	ZFP532	8e-05
KDM5B	TGIF1	8e-05
PARP1	HMGA2	8e-05
SIX1	ERF	8e-05
DNMT3L	ZFP462	8e-05
FOXQ1	ESRRB	8e-05
SIX1	DNMT3A	8e-05
REST	KLF2	8e-05
CREB3	KLF3	8e-05
HMGA1	ZC3H7A	8e-05
NFXL1	CREB3	8e-05
RERE	HMGA2	8e-05
SOX17	ESRRB	8e-05
MYCN	BCL3	8e-05
AFF1	SOX2	8e-05
NFXL1	SATB2	8e-05
FOXQ1	CARHSP1	8e-05
ZFP57	ZFHX3	8e-05
PHB	SATB2	8e-05
ETV5	CREB3	8e-05
TET1	TCF7L2	8e-05
TAX1BP3	JUN	8e-05
CREB3	PURB	8e-05
ZFHX3	FOXH1	8e-05
ELF3	DDIT3	8e-05
DNMT3L	KLF3	8e-05
CARHSP1	BCL3	8e-05
NFXL1	RBPJ	8e-05
EGR1	ETV4	8e-05
ELF3	ZFP57	8e-05
ID1	MSC	8e-05
CREB3	TCF15	8e-05
ERF	DNMT3A	8e-05
DNMT3L	FOXH1	8e-05
ZFHX3	TET2	8e-05
ZBTB44	FOXH1	8e-05
SOX17	RBPJ	8e-05
TRP53	ZFP710	8e-05
ELF2	ETV5	8e-05
ZC3H7A	FOXH1	8e-05
TFCP2L1	TFEB	8e-05
MYCN	BMP2	8e-05
L3MBTL3	ETV5	8e-05
ZFP42	SATB2	8e-05
HMGA1	ZFP57	8e-05
GATA6	TET2	8e-05
KDM5B	MTF2	8e-05
RUNX1	SNAI1	8e-05
ZFP42	ZFP710	8e-05
RBPJ	NFIL3	8e-05
XBP1	DDIT3	8e-05
ESRRB	BHLHE40	8e-05
SOX17	TET1	8e-05
MYCN	TEAD4	8e-05
FOXA2	ZFP532	8e-05
TFCP2L1	HNRNPK	8e-05
MYCN	KLF6	8e-05
GATA6	TFCP2L1	8e-05
KLF10	ZFP428	8e-05
FOXH1	ZFP462	8e-05
TRP53	PHB	8e-05
TCF15	ELF2	8e-05
KLF2	SATB2	8e-05
TFCP2L1	KDM5B	8e-05
ZFHX3	ZFP462	8e-05
TEAD4	ZFP428	8e-05
SALL4	ETV4	8e-05
GATA4	ZFP296	8e-05
DNMT3A	ELF2	8e-05
ELF3	CREB3L2	8e-05
ELF3	BMYC	8e-05
TCF15	TET2	8e-05
TAX1BP3	PHB	8e-05
SOX7	TEAD4	8e-05
BMP2	RARG	8e-05
WHSC1	FOXH1	8e-05
SOX7	ZFP57	8e-05
DNMT3L	TGIF1	8e-05
TET1	POU5F1	8e-05
MYCN	KLF3	8e-05
KLF6	EGR1	8e-05
ZBTB44	ZFP296	8e-05
GATA4	SNAI1	8e-05
NFXL1	AFF1	8e-05
CREB3L2	EGR1	8e-05
MYBL2	MTF2	8e-05
KLF10	TET2	8e-05
ZC3H7A	ZBTB44	8e-05
FOXH1	ELF3	8e-05
SIX1	ETV5	8e-05
ZFHX3	ZFP710	8e-05
KLF6	WHSC1	8e-05
MTF2	ETV5	8e-05
XBP1	SOX17	8e-05
SOX7	ZFP428	8e-05
KDM5B	BCL3	8e-05
KLF6	GATA6	8e-05
ZBTB10	TET1	8e-05
TET1	TAX1BP3	8e-05
PHB	TGIF1	8e-05
TAX1BP3	RUNX1	8e-05
BHLHE40	KLF2	8e-05
ESRRB	NFXL1	8e-05
ETV5	ZFP428	8e-05
POU5F1	ZBTB44	8e-05
ZC3H7A	SATB2	7e-05
PARP1	ZFP57	7e-05
DNMT3L	ZBTB10	7e-05
KLF6	AFF1	7e-05
RUNX1	KLF3	7e-05
JARID2	BMYC	7e-05
KLF3	XBP1	7e-05
SATB2	ETV4	7e-05
TRP53	HMGA2	7e-05
SIX1	TRP53	7e-05
XBP1	JUN	7e-05
PARP1	MSX2	7e-05
MYCN	BMYC	7e-05
NR0B1	PHB	7e-05
PHB	MSC	7e-05
MTF2	AFF1	7e-05
JARID2	TCF7L2	7e-05
DDIT3	SOX2	7e-05
JARID2	ESRRB	7e-05
ERF	REST	7e-05
JARID2	POU5F1	7e-05
RUNX1	RHOX6	7e-05
KLF6	ZFP57	7e-05
TAX1BP3	L3MBTL3	7e-05
RERE	KLF2	7e-05
TAX1BP3	HOPX	7e-05
NR0B1	ETS1	7e-05
ID1	ZFHX3	7e-05
EGR1	SOX2	7e-05
RBPJ	ZBTB10	7e-05
TCF15	DNMT3A	7e-05
PHB	TET1	7e-05
CARHSP1	EGR1	7e-05
SOX7	BMYC	7e-05
HMGA1	ZFHX3	7e-05
SATB2	SOX2	7e-05
SIX1	JARID2	7e-05
TCF15	PEG3	7e-05
ELF3	MSX2	7e-05
HNF1B	ZBTB44	7e-05
GATA6	ZBTB44	7e-05
RUNX1	ETV4	7e-05
HMGA1	ZFP428	7e-05
RUNX1	BMP2	7e-05
RUNX1	EGR1	7e-05
WHSC1	TGIF1	7e-05
CARHSP1	CREB3L2	7e-05
DNMT3B	TBX3	7e-05
UTF1	JARID2	7e-05
MYCN	REST	7e-05
ZFP462	SOX2	7e-05
UTF1	HOPX	7e-05
MYBL2	POU5F1	7e-05
PARP1	NR0B1	7e-05
NFXL1	DNMT3B	7e-05
TFCP2L1	FOXA2	7e-05
RUNX1	PURB	7e-05
KDM5B	SOX2	7e-05
DNMT3B	HMGA2	7e-05
MYBL2	RBPJ	7e-05
ZC3H7A	SOX2	7e-05
ZBTB10	AFF1	7e-05
FOXQ1	NFIL3	7e-05
ZBTB44	SOX2	7e-05
ZBTB44	TET1	7e-05
MYCN	TFCP2L1	7e-05
FOXQ1	ERF	7e-05
JARID2	ZFP428	7e-05
DNMT3L	ELF2	7e-05
KLF6	BMYC	7e-05
HMGA1	TGIF1	7e-05
NFIL3	NR0B1	7e-05
ZFP710	MYBL2	7e-05
PARP1	SMAD7	7e-05
CREB3	MSX2	7e-05
CREB3L2	DNMT3B	7e-05
CARHSP1	KLF6	7e-05
RUNX1	TET2	7e-05
ETV5	KLF3	7e-05
ID2	KLF2	7e-05
ZFP42	MTF2	7e-05
DNMT3B	PARP1	7e-05
CARHSP1	PEG3	7e-05
TCF15	ID1	7e-05
FOXQ1	KLF4	7e-05
TEAD4	ZFP532	7e-05
ETV5	KLF6	7e-05
ZBTB44	ZFP532	7e-05
UTF1	TCF7L2	7e-05
UTF1	SIX1	7e-05
MTF2	ZFP428	7e-05
TFCP2L1	TEAD4	7e-05
NFXL1	TET2	7e-05
FOXH1	TEAD4	7e-05
MYBL2	TET1	7e-05
ZFHX3	TET1	7e-05
ZFP428	POU4F2	7e-05
KLF10	TRP53	7e-05
ZFP42	ZFP428	7e-05
TRP53	KLF3	7e-05
KLF6	ELF2	7e-05
POU5F1	MYBL2	7e-05
MYCN	RERE	7e-05
ELF3	TRP53	7e-05
ERF	PHB	7e-05
TCF15	CARHSP1	7e-05
CARHSP1	L3MBTL3	7e-05
ZFP462	ZFP532	7e-05
SOX17	ZFP428	7e-05
FOXH1	FOXA2	7e-05
TRP53	AFF1	7e-05
ZFHX3	KLF3	7e-05
FOXQ1	ELF3	7e-05
MSX2	ETV5	7e-05
EGR1	KLF2	7e-05
XBP1	ID1	7e-05
FOXQ1	WHSC1	7e-05
CREB3L2	HNF1B	7e-05
DNMT3B	ZFHX3	7e-05
DNMT3A	ZFP428	7e-05
KLF3	ZFP296	7e-05
NFXL1	ZC3H7A	7e-05
JARID2	SATB2	7e-05
DNMT3L	TET2	7e-05
ELF2	ZFP532	7e-05
XBP1	TET1	7e-05
ETV5	BMP2	7e-05
RBPJ	BMYC	7e-05
ESRRB	SALL4	7e-05
KLF6	KLF10	7e-05
AFF1	KLF2	7e-05
ZBTB44	ETV4	7e-05
KLF2	TET1	7e-05
RBPJ	NR0B1	7e-05
RUNX1	ZBTB10	7e-05
PHB	MSX2	7e-05
XBP1	TGIF1	7e-05
ZFHX3	ZFP428	7e-05
ELF3	ZFP296	7e-05
MTF2	ZFP42	7e-05
MYCN	ZBTB10	7e-05
TCF15	SIX1	7e-05
NR0B1	HNF1B	7e-05
RERE	ZFP532	7e-05
PARP1	TET1	7e-05
KLF2	L3MBTL3	7e-05
CARHSP1	SOX17	7e-05
TFCP2L1	PHB	7e-05
GATA6	KLF3	7e-05
TGIF1	ZFP532	7e-05
FOXH1	PHB	7e-05
NFXL1	RERE	7e-05
DNMT3A	ZBTB10	7e-05
GATA4	RUNX1	7e-05
TRP53	MSX2	7e-05
KLF4	ZBTB44	7e-05
TET1	KLF6	7e-05
FOXQ1	PHB	7e-05
MSC	FOXH1	7e-05
ESRRB	SOX17	7e-05
ZFP42	ZFP57	7e-05
XBP1	KLF3	7e-05
PURB	ZBTB44	7e-05
CREB3L2	ZFP42	7e-05
RHOX6	MSC	7e-05
NFXL1	TET1	7e-05
FOXH1	JARID2	7e-05
ESRRB	ERF	7e-05
NFXL1	KLF6	7e-05
FOXH1	ELF2	7e-05
XBP1	TET2	7e-05
MTF2	BCL3	7e-05
GATA6	KLF2	7e-05
TCF15	BCL3	7e-05
NR0B1	ZFP42	7e-05
NFXL1	L3MBTL3	7e-05
ERF	ZFP428	7e-05
XBP1	SMAD7	7e-05
CREB3	BMYC	7e-05
RUNX1	REST	7e-05
DDIT3	ZFP532	7e-05
DNMT3B	UTF1	7e-05
TAX1BP3	WHSC1	7e-05
SOX17	SMAD7	7e-05
GATA4	XBP1	7e-05
TCF15	GATA4	7e-05
UTF1	KLF10	7e-05
TET1	ID3	7e-05
FOXQ1	ZFP462	7e-05
TAX1BP3	BCL3	7e-05
SIX1	SOX2	7e-05
FOXH1	WHSC1	7e-05
FOXQ1	RUNX1	7e-05
UTF1	KLF6	7e-05
KLF6	TGIF1	7e-05
ETV5	SMAD7	7e-05
GATA6	ZFP532	7e-05
NR0B1	RERE	6e-05
ZFP710	AFF1	6e-05
SIX1	TGIF1	6e-05
XBP1	DNMT3A	6e-05
SIX1	ZFP462	6e-05
SALL4	KLF10	6e-05
RBPJ	ZFP42	6e-05
NFIL3	ZFP710	6e-05
ETV5	TET2	6e-05
NFIL3	KLF3	6e-05
XBP1	ETV5	6e-05
KDM5B	HMGA2	6e-05
RBPJ	MSX2	6e-05
ZFHX3	ZFP57	6e-05
KLF6	HNF1B	6e-05
MYBL2	ZFP710	6e-05
SOX17	ZFP42	6e-05
ZFP42	FOXH1	6e-05
ESRRB	CARHSP1	6e-05
GATA6	FOXA2	6e-05
MYBL2	ETV5	6e-05
XBP1	NFXL1	6e-05
ZFP42	MYBL2	6e-05
RERE	TET2	6e-05
RBPJ	RHOX6	6e-05
ETV5	RHOX6	6e-05
CREB3	ZC3H7A	6e-05
FOXQ1	HMGA1	6e-05
KLF10	BCL3	6e-05
CREB3L2	TCF7L2	6e-05
TET1	BMYC	6e-05
SOX17	KLF2	6e-05
TCF15	ZFHX3	6e-05
ESRRB	PURB	6e-05
DNMT3A	TCF15	6e-05
KLF3	ZBTB44	6e-05
UTF1	HMGA1	6e-05
TET1	CREB3	6e-05
SIX1	KLF3	6e-05
FOXQ1	ID1	6e-05
NFXL1	ZBTB44	6e-05
RBPJ	DNMT3A	6e-05
ESRRB	ZFP57	6e-05
UTF1	TFEB	6e-05
EPAS1	FOXH1	6e-05
DNMT3L	ETV5	6e-05
MYBL2	NR0B1	6e-05
ESRRB	SNAI1	6e-05
ID2	ZFP532	6e-05
ESRRB	SOX7	6e-05
ESRRB	TFCP2L1	6e-05
ID3	TET1	6e-05
CARHSP1	REST	6e-05
DNMT3A	MSX2	6e-05
XBP1	RBPJ	6e-05
CREB3L2	AFF1	6e-05
JARID2	ZFP462	6e-05
MTF2	TET2	6e-05
TAX1BP3	ZBTB10	6e-05
L3MBTL3	KLF2	6e-05
TAX1BP3	MTF2	6e-05
HNF1B	ETV4	6e-05
CREB3L2	KDM5B	6e-05
ZBTB10	ZFP532	6e-05
ESRRB	HOPX	6e-05
KLF3	TET1	6e-05
PARP1	TGIF1	6e-05
NR0B1	HOPX	6e-05
CARHSP1	BMYC	6e-05
CARHSP1	KLF3	6e-05
PEG3	TGIF1	6e-05
TET1	TGIF1	6e-05
ERF	BCL3	6e-05
ETV5	HNRNPK	6e-05
XBP1	ZBTB10	6e-05
ID3	ZBTB44	6e-05
PHB	ETV5	6e-05
TCF15	BMYC	6e-05
HMGA1	RERE	6e-05
HMGA1	HMGA2	6e-05
RBPJ	RUNX1	6e-05
TAX1BP3	PARP1	6e-05
TRP53	ETV5	6e-05
ZBTB10	TRP53	6e-05
CREB3L2	SALL4	6e-05
PARP1	AFF1	6e-05
ERF	TCF15	6e-05
GATA4	KDM5B	6e-05
TAX1BP3	ZC3H7A	6e-05
SOX17	ZBTB44	6e-05
XBP1	WHSC1	6e-05
NR0B1	ZFP296	6e-05
KLF3	FOXH1	6e-05
PARP1	XBP1	6e-05
HMGA2	KLF2	6e-05
ZFP710	TGIF1	6e-05
EPAS1	ZFP532	6e-05
TRP53	ZFP428	6e-05
POU5F1	FOXH1	6e-05
PEG3	TET1	6e-05
RUNX1	MSX2	6e-05
MYBL2	SATB2	6e-05
ERF	POU5F1	6e-05
PARP1	ZFHX3	6e-05
ZBTB10	ZBTB44	6e-05
NR0B1	ZBTB44	6e-05
ZFHX3	HMGA2	6e-05
SNAI1	ZFP428	6e-05
RERE	XBP1	6e-05
DNMT3B	PURB	6e-05
TCF15	ZFP57	6e-05
KLF10	MYBL2	6e-05
ERF	TET1	6e-05
TCF7L2	SOX2	6e-05
ZFHX3	SATB2	6e-05
DNMT3A	ZC3H7A	6e-05
SOX17	RUNX1	6e-05
ID1	TET2	6e-05
ESRRB	HMGA2	6e-05
ELF2	MSC	6e-05
MYBL2	BCL3	6e-05
TGIF1	SOX2	6e-05
TFCP2L1	ZC3H7A	6e-05
TFCP2L1	ZFP428	6e-05
SALL4	NANOG	6e-05
DNMT3B	MYCN	6e-05
TCF15	SALL4	6e-05
DNMT3A	MYCN	6e-05
KLF6	CARHSP1	6e-05
KLF6	ZFP710	6e-05
JARID2	JUN	6e-05
ESRRB	FOXA2	6e-05
GATA4	SATB2	6e-05
SOX2	ETV4	6e-05
HMGA1	AFF1	6e-05
ETV5	ELF2	6e-05
CARHSP1	TET2	6e-05
CARHSP1	PURB	6e-05
ETV5	SALL4	6e-05
ETV5	CREB3L2	6e-05
ZFP42	CREB3	6e-05
ZFP42	TRP53	6e-05
TRP53	TET1	6e-05
MTF2	ZFP532	6e-05
